Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
03/06/2026,09:00:00,ELECTRO DEPOT,1,1,0,365,365,"100,00%"
03/06/2026,09:00:00,MOBALPA,7,7,0,2697,385,"100,00%"
03/06/2026,09:00:00,SFG SERVICES - PLANIFICATION,1,1,0,48,48,"100,00%"
03/06/2026,09:00:00,SYSTEME U,2,2,0,688,344,"100,00%"
03/06/2026,09:15:00,ELECTRO DEPOT,1,1,0,750,750,"100,00%"
03/06/2026,09:15:00,MOBALPA,10,8,2,4910,491,"80,00%"
03/06/2026,09:15:00,SFG SERVICES - PLANIFICATION,2,2,0,197,99,"100,00%"
03/06/2026,09:15:00,SYSTEME U,3,3,0,898,299,"100,00%"
03/06/2026,09:30:00,MOBALPA,7,6,1,3610,516,"85,71%"
03/06/2026,09:30:00,SYSTEME U,3,3,0,1177,392,"100,00%"
03/06/2026,09:45:00,ELECTRO DEPOT,2,2,0,1117,559,"100,00%"
03/06/2026,09:45:00,MOBALPA,3,3,0,2062,687,"100,00%"
03/06/2026,09:45:00,SFG SERVICES - PLANIFICATION,1,1,0,240,240,"100,00%"
03/06/2026,09:45:00,SYSTEME U,4,4,0,1222,306,"100,00%"
03/06/2026,10:00:00,ELECTRO DEPOT,2,2,0,722,361,"100,00%"
03/06/2026,10:00:00,MOBALPA,4,4,0,1733,433,"100,00%"
03/06/2026,10:00:00,Pôle Fa - ELICA,4,4,0,885,221,"100,00%"
03/06/2026,10:00:00,Pôle FA - MIDEA,1,1,0,252,252,"100,00%"
03/06/2026,10:00:00,SFG SERVICES - PLANIFICATION,1,1,0,669,669,"100,00%"
03/06/2026,10:00:00,SYSTEME U,8,8,0,2922,365,"100,00%"
03/06/2026,10:15:00,MOBALPA,6,6,0,1877,313,"100,00%"
03/06/2026,10:15:00,Pôle Fa - ELICA,2,2,0,677,339,"100,00%"
03/06/2026,10:15:00,Pôle FA - MIDEA,2,2,0,596,298,"100,00%"
03/06/2026,10:15:00,SFG SERVICES - PLANIFICATION,2,2,0,361,181,"100,00%"
03/06/2026,10:15:00,SYSTEME U,5,5,0,1441,288,"100,00%"
