Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
15/05/2026,11:45:00,Pôle FA - SALM AIRFORCE,2,2,0,159,80,"100,00%"
15/05/2026,12:00:00,Pôle FA - SALM AIRFORCE,1,1,0,285,285,"100,00%"
15/05/2026,12:15:00,Pôle FA - SALM AIRFORCE,3,3,0,283,94,"100,00%"
15/05/2026,12:30:00,Pôle FA - SALM AIRFORCE,2,2,0,321,161,"100,00%"
15/05/2026,12:45:00,Pôle FA - SALM AIRFORCE,1,1,0,177,177,"100,00%"
15/05/2026,14:00:00,Pôle FA - SALM AIRFORCE,6,3,3,354,59,"50,00%"
15/05/2026,15:00:00,Pôle FA - SALM AIRFORCE,2,2,0,328,164,"100,00%"
15/05/2026,16:15:00,Pôle FA - SALM AIRFORCE,1,1,0,78,78,"100,00%"
15/05/2026,17:00:00,Pôle FA - MIDEA,1,1,0,195,195,"100,00%"
Total pour 15/05/2026,,,19,16,3,2180,115,"84,21%"
