Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
10/04/2026,07:15:00,unknown,2,2,0,2065,1032.50,"100.00%"
10/04/2026,07:00:00,Pôle FA - MIDEA,4,3,1,175,43.75,"75.00%"
10/04/2026,07:15:00,Pôle FA - MIDEA,5,5,0,280,56.00,"100.00%"
10/04/2026,07:30:00,Pôle FA - MIDEA,2,2,0,159,79.50,"100.00%"
10/04/2026,07:45:00,Pôle FA - MIDEA,3,3,0,176,58.67,"100.00%"
10/04/2026,07:30:00,unknown,1,1,0,2,2.00,"100.00%"
10/04/2026,08:30:00,unknown,1,1,0,155,155.00,"100.00%"
10/04/2026,09:30:00,Pôle FA - MIDEA,3,2,1,763,254.33,"66.67%"
10/04/2026,07:45:00,unknown,1,1,0,857,857.00,"100.00%"
10/04/2026,08:00:00,unknown,2,2,0,172,86.00,"100.00%"
10/04/2026,08:15:00,Pôle FA - MIDEA,2,2,0,198,99.00,"100.00%"
10/04/2026,09:00:00,unknown,2,2,0,538,269.00,"100.00%"
10/04/2026,09:15:00,unknown,2,2,0,831,415.50,"100.00%"
10/04/2026,09:30:00,unknown,1,1,0,643,643.00,"100.00%"
10/04/2026,10:45:00,Pôle FA - MIDEA,2,2,0,683,341.50,"100.00%"
10/04/2026,11:15:00,Pôle FA - MIDEA,2,2,0,645,322.50,"100.00%"
10/04/2026,09:45:00,Pôle FA - MIDEA,2,2,0,416,208.00,"100.00%"
10/04/2026,10:15:00,unknown,1,1,0,385,385.00,"100.00%"
10/04/2026,11:30:00,unknown,1,1,0,367,367.00,"100.00%"
10/04/2026,11:45:00,Pôle FA - MIDEA,1,1,0,27,27.00,"100.00%"
10/04/2026,10:15:00,Pôle FA - MIDEA,2,2,0,96,48.00,"100.00%"
10/04/2026,10:45:00,Pôle FA - SALM AIRFORCE,1,1,0,26,26.00,"100.00%"
10/04/2026,12:00:00,unknown,2,2,0,1404,702.00,"100.00%"
10/04/2026,12:30:00,Pôle FA - MIDEA,1,1,0,74,74.00,"100.00%"
10/04/2026,12:15:00,Pôle FA - SALM AIRFORCE,1,1,0,54,54.00,"100.00%"
10/04/2026,13:15:00,unknown,3,3,0,1287,429.00,"100.00%"
10/04/2026,12:45:00,unknown,2,2,0,2237,1118.50,"100.00%"
10/04/2026,13:45:00,unknown,3,3,0,829,276.33,"100.00%"
10/04/2026,14:15:00,Pôle Fa - ELICA,1,1,0,141,141.00,"100.00%"
10/04/2026,13:00:00,unknown,1,1,0,366,366.00,"100.00%"
10/04/2026,14:15:00,Pôle FA - MIDEA,3,3,0,1061,353.67,"100.00%"
10/04/2026,12:15:00,unknown,1,1,0,386,386.00,"100.00%"
10/04/2026,14:00:00,Pôle FA - MIDEA,2,2,0,248,124.00,"100.00%"
10/04/2026,13:30:00,unknown,1,1,0,1535,1535.00,"100.00%"
10/04/2026,14:00:00,unknown,3,3,0,1370,456.67,"100.00%"
10/04/2026,14:00:00,Pôle Fa - ELICA,3,2,1,587,195.67,"66.67%"
10/04/2026,14:30:00,Pôle FA - MIDEA,1,1,0,59,59.00,"100.00%"
10/04/2026,13:30:00,Pôle FA - MIDEA,2,2,0,154,77.00,"100.00%"
10/04/2026,13:45:00,Pôle FA - MIDEA,1,1,0,57,57.00,"100.00%"
10/04/2026,13:00:00,Pôle FA - SALM AIRFORCE,1,1,0,606,606.00,"100.00%"
10/04/2026,15:00:00,unknown,3,3,0,1138,379.33,"100.00%"
10/04/2026,14:45:00,unknown,1,1,0,345,345.00,"100.00%"
10/04/2026,15:15:00,unknown,1,1,0,39,39.00,"100.00%"
10/04/2026,14:15:00,unknown,2,2,0,1810,905.00,"100.00%"
10/04/2026,14:45:00,Pôle FA - MIDEA,2,2,0,78,39.00,"100.00%"
10/04/2026,15:30:00,Pôle FA - MIDEA,1,1,0,830,830.00,"100.00%"
10/04/2026,15:45:00,Pôle FA - MIDEA,1,1,0,180,180.00,"100.00%"
10/04/2026,15:00:00,Pôle FA - MIDEA,2,2,0,117,58.50,"100.00%"
10/04/2026,16:15:00,unknown,1,1,0,68,68.00,"100.00%"
10/04/2026,16:00:00,Pôle Fa - ELICA,1,1,0,25,25.00,"100.00%"
10/04/2026,16:15:00,Pôle Fa - ELICA,2,2,0,52,26.00,"100.00%"
10/04/2026,15:15:00,Pôle FA - MIDEA,1,1,0,74,74.00,"100.00%"
Total pour 10/04/2026,,,93,90,3,26870,288.92,"96,77%"
