Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
29/05/2026,09:00:00,Pôle FA - MIDEA,2,2,0,115,58,"100,00%"
29/05/2026,09:00:00,SFG SERVICES - PLANIFICATION,1,1,0,58,58,"100,00%"
29/05/2026,09:15:00,Pôle FA - MIDEA,5,5,0,670,134,"100,00%"
29/05/2026,09:15:00,SFG SERVICES - PLANIFICATION,1,1,0,59,59,"100,00%"
29/05/2026,09:15:00,SYSTEME U,1,1,0,215,215,"100,00%"
29/05/2026,09:30:00,,1,1,0,30,30,"100,00%"
29/05/2026,09:30:00,Pôle FA - MIDEA,6,6,0,765,128,"100,00%"
29/05/2026,09:30:00,SFG SERVICES - PLANIFICATION,4,4,0,346,87,"100,00%"
29/05/2026,09:45:00,,2,2,0,2055,1028,"100,00%"
29/05/2026,09:45:00,Pôle FA - MIDEA,2,2,0,117,59,"100,00%"
29/05/2026,09:45:00,SFG SERVICES - PLANIFICATION,5,4,1,302,60,"80,00%"
29/05/2026,10:00:00,SFG SERVICES - PLANIFICATION,1,1,0,201,201,"100,00%"
29/05/2026,10:15:00,,2,2,0,3226,1613,"100,00%"
29/05/2026,10:15:00,Pôle FA - LAMONA-HOUDAN,2,2,0,193,97,"100,00%"
29/05/2026,10:15:00,Pôle FA - SALM AIRFORCE,4,4,0,227,57,"100,00%"
29/05/2026,10:30:00,,2,2,0,2556,1278,"100,00%"
29/05/2026,10:30:00,Pôle FA - CHANGHONG,2,2,0,88,44,"100,00%"
29/05/2026,10:30:00,Pôle FA - SALM AIRFORCE,3,1,2,165,55,"33,33%"
29/05/2026,10:30:00,SFG SERVICES - PLANIFICATION,1,1,0,75,75,"100,00%"
29/05/2026,11:00:00,,6,6,0,3173,529,"100,00%"
29/05/2026,11:00:00,Pôle FA - MIDEA,1,1,0,72,72,"100,00%"
29/05/2026,11:00:00,Pôle FA - SALM AIRFORCE,2,2,0,37,19,"100,00%"
29/05/2026,11:00:00,SFG SERVICES - PLANIFICATION,1,1,0,64,64,"100,00%"
29/05/2026,11:15:00,,3,3,0,2076,692,"100,00%"
29/05/2026,11:15:00,Pôle Fa - ELICA,2,2,0,1337,669,"100,00%"
29/05/2026,11:15:00,Pôle FA - MIDEA,1,0,1,12,12,"0,00%"
29/05/2026,11:15:00,Pôle FA - SALM AIRFORCE,1,1,0,51,51,"100,00%"
29/05/2026,11:15:00,SFG SERVICES - PLANIFICATION,1,1,0,61,61,"100,00%"
29/05/2026,11:30:00,,2,2,0,347,174,"100,00%"
29/05/2026,11:30:00,Pôle FA - MIDEA,2,2,0,1341,671,"100,00%"
29/05/2026,11:45:00,Pôle FA - SALM AIRFORCE,2,2,0,615,308,"100,00%"
29/05/2026,11:45:00,SFG SERVICES - PLANIFICATION,1,1,0,70,70,"100,00%"
29/05/2026,12:00:00,,1,1,0,450,450,"100,00%"
29/05/2026,12:15:00,SFG SERVICES - PLANIFICATION,4,4,0,263,66,"100,00%"
29/05/2026,12:45:00,Pôle FA - MIDEA,1,1,0,730,730,"100,00%"
29/05/2026,12:45:00,Pôle FA - SALM AIRFORCE,1,1,0,461,461,"100,00%"
29/05/2026,12:45:00,SFG SERVICES - PLANIFICATION,1,1,0,49,49,"100,00%"
29/05/2026,13:00:00,Pôle FA - MIDEA,3,3,0,246,82,"100,00%"
29/05/2026,13:30:00,Pôle FA - MIDEA,1,1,0,147,147,"100,00%"
29/05/2026,13:30:00,Pôle FA - SALM AIRFORCE,1,1,0,78,78,"100,00%"
29/05/2026,13:45:00,SFG SERVICES - PLANIFICATION,3,3,0,99,33,"100,00%"
29/05/2026,14:15:00,MOBALPA,1,1,0,19,19,"100,00%"
29/05/2026,14:15:00,SFG SERVICES - PLANIFICATION,1,1,0,109,109,"100,00%"
29/05/2026,14:30:00,,2,2,0,976,488,"100,00%"
29/05/2026,14:30:00,SFG SERVICES - PLANIFICATION,2,2,0,76,38,"100,00%"
29/05/2026,15:00:00,,4,4,0,1504,376,"100,00%"
29/05/2026,15:00:00,MOBALPA,1,1,0,24,24,"100,00%"
29/05/2026,15:00:00,SFG SERVICES - PLANIFICATION,2,2,0,326,163,"100,00%"
29/05/2026,15:30:00,,2,2,0,1367,684,"100,00%"
29/05/2026,15:30:00,Pôle FA - SALM AIRFORCE,2,1,1,69,35,"50,00%"
29/05/2026,15:45:00,,3,3,0,1076,359,"100,00%"
29/05/2026,15:45:00,Pôle FA - CHANGHONG,1,1,0,59,59,"100,00%"
29/05/2026,15:45:00,Pôle Fa - ELICA,1,1,0,6,6,"100,00%"
29/05/2026,15:45:00,SFG SERVICES - PLANIFICATION,2,1,1,75,38,"50,00%"
29/05/2026,16:15:00,Pôle Fa - ELICA,1,1,0,673,673,"100,00%"
29/05/2026,16:15:00,Pôle FA - MIDEA,1,1,0,60,60,"100,00%"
29/05/2026,16:15:00,SFG SERVICES - PLANIFICATION,1,1,0,102,102,"100,00%"
29/05/2026,16:30:00,,1,1,0,1940,1940,"100,00%"
29/05/2026,16:30:00,Pôle FA - SALM AIRFORCE,2,2,0,190,95,"100,00%"
