Date du jour,Intervalle 15 min,IVRName,Nombre d'appels reçus,Appels Répondus,Appels Perdus,Durée totale d'appel,Durée moyenne d'appel,Taux de réponse
15/05/2026,09:00:00,Pôle Fa - ELICA,3,3,0,158,53,"100,00%"
15/05/2026,09:15:00,,2,2,0,130,65,"100,00%"
15/05/2026,09:15:00,Pôle Fa - ELICA,9,9,0,477,53,"100,00%"
15/05/2026,09:30:00,,1,1,0,700,700,"100,00%"
15/05/2026,09:30:00,Pôle Fa - ELICA,3,3,0,169,56,"100,00%"
15/05/2026,09:45:00,,2,2,0,486,243,"100,00%"
15/05/2026,09:45:00,Pôle Fa - ELICA,1,1,0,64,64,"100,00%"
15/05/2026,10:00:00,Pôle Fa - ELICA,1,1,0,76,76,"100,00%"
15/05/2026,10:15:00,,1,1,0,504,504,"100,00%"
15/05/2026,10:30:00,,2,2,0,947,474,"100,00%"
15/05/2026,10:45:00,Pôle Fa - ELICA,1,1,0,259,259,"100,00%"
15/05/2026,11:00:00,,1,1,0,407,407,"100,00%"
15/05/2026,11:00:00,Pôle Fa - ELICA,2,2,0,218,109,"100,00%"
15/05/2026,11:15:00,Pôle Fa - ELICA,1,1,0,307,307,"100,00%"
15/05/2026,11:30:00,Pôle Fa - ELICA,2,2,0,633,317,"100,00%"
15/05/2026,11:45:00,Pôle Fa - ELICA,1,1,0,185,185,"100,00%"
15/05/2026,11:45:00,Pôle FA - SALM AIRFORCE,2,2,0,159,80,"100,00%"
15/05/2026,12:00:00,Pôle Fa - ELICA,5,4,1,278,56,"80,00%"
15/05/2026,12:00:00,Pôle FA - SALM AIRFORCE,1,1,0,285,285,"100,00%"
15/05/2026,12:15:00,Pôle Fa - ELICA,1,1,0,79,79,"100,00%"
15/05/2026,12:15:00,Pôle FA - SALM AIRFORCE,3,3,0,283,94,"100,00%"
15/05/2026,12:30:00,Pôle Fa - ELICA,3,3,0,389,130,"100,00%"
15/05/2026,12:30:00,Pôle FA - SALM AIRFORCE,2,2,0,321,161,"100,00%"
15/05/2026,12:45:00,Pôle Fa - ELICA,1,1,0,36,36,"100,00%"
15/05/2026,12:45:00,Pôle FA - SALM AIRFORCE,1,1,0,177,177,"100,00%"
15/05/2026,13:15:00,,2,2,0,36,18,"100,00%"
15/05/2026,13:30:00,,1,1,0,266,266,"100,00%"
15/05/2026,13:30:00,Pôle Fa - ELICA,3,3,0,194,65,"100,00%"
15/05/2026,14:00:00,,1,1,0,609,609,"100,00%"
15/05/2026,14:00:00,Pôle Fa - ELICA,1,0,1,28,28,"0,00%"
15/05/2026,14:00:00,Pôle FA - SALM AIRFORCE,6,3,3,354,59,"50,00%"
15/05/2026,15:00:00,Pôle FA - SALM AIRFORCE,2,2,0,328,164,"100,00%"
15/05/2026,15:15:00,,1,1,0,632,632,"100,00%"
15/05/2026,15:30:00,,1,1,0,793,793,"100,00%"
15/05/2026,15:30:00,Pôle Fa - ELICA,1,1,0,30,30,"100,00%"
15/05/2026,15:45:00,,3,3,0,1167,389,"100,00%"
15/05/2026,15:45:00,Pôle Fa - ELICA,1,1,0,10,10,"100,00%"
15/05/2026,16:15:00,Pôle FA - SALM AIRFORCE,1,1,0,78,78,"100,00%"
15/05/2026,16:30:00,Pôle Fa - ELICA,2,2,0,183,92,"100,00%"
15/05/2026,16:45:00,,1,1,0,1030,1030,"100,00%"
15/05/2026,17:00:00,,1,1,0,330,330,"100,00%"
15/05/2026,17:00:00,Pôle Fa - ELICA,1,1,0,640,640,"100,00%"
15/05/2026,17:00:00,Pôle FA - MIDEA,1,1,0,195,195,"100,00%"
15/05/2026,17:15:00,,1,1,0,1687,1687,"100,00%"
15/05/2026,17:15:00,Pôle Fa - ELICA,1,1,0,68,68,"100,00%"
15/05/2026,18:15:00,,1,1,0,37,37,"100,00%"
Total pour 15/05/2026,,,85,80,5,16422,193,"94,12%"
